name,cuisine,address,latitude,longitude,phone,formatted_phone_number,website,rating,types,reviews,user_ratings_total,price_level,vicinity,url,reservable,delivery,takeout,dine_in,serves_breakfast,serves_lunch,serves_dinner,serves_brunch,serves_beer,serves_wine,serves_vegetarian_food,curbside_pickup,permanently_closed,editorial_summary,opening_hours,current_opening_hours,secondary_opening_hours,photo,scrape_timestamp
Toons Burgers,Fast Food,"601, Sachapir St, Sadar Bazaar, Pune, Maharashtra 411001, India",18.5156782,73.87486539999999,,,,4.4,,,638,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Joshi Wadewale - Balgandharv [Main branch],Fast Food,"Congress House Rd, Shivajinagar, Pune, Maharashtra 411005, India",18.5224008,73.8497148,,,,3.8,,,4554,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Cafe Goodluck,Fast Food,"Fergusson College Rd, near Goodluck Chowk, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.5173131,73.8414923,,,,4.2,,,51007,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
McDonald's,Fast Food,"Survey No 127, Gopal House, Karve Rd, opposite Harshal Gardens, Jhala Co-Op Housing Society, Kothrud, Pune, Maharashtra 411038, India",18.5047863,73.8215891,,,,4.3,,,15679,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Supreme Corner,Fast Food,"buttepatil chambers, 1206 B1, opposite sambhaji park, Shivajinagar, Pune, Maharashtra 411004, India",18.520605,73.8460293,,,,4.1,,,5226,,,,,,,,,,,,,,,,,,{'open_now': False},,,,2025-10-18T08:29:42.770169
MH12 PAV BHAJI (main branch),Fast Food,"47/B, Vitthalrao Navale Rd, पोरवाल मेताल्लिचा, Rasta Peth, Pune, Maharashtra 411002, India",18.5189675,73.8657661,,,,4.6,,,10967,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
"Haldiram's - The Railway Coach Restaurant, Pune",Fast Food,"Platform No. 6, Side, Circulating Area, PUNE RAILWAY STATION, Tadiwala Rd, near DRM Office, Sangamvadi, Pune, Maharashtra 411001, India",18.5303761,73.8731758,,,,4.7,,,8878,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Burger King,Fast Food,"2394, East St, New Modikhana, Camp, Pune, Maharashtra 411001, India",18.506797,73.8789808,,,,4.3,,,51182,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
The Burger House,Fast Food,"Ground Floor, Shop No. A/1, Rahul Terrace, Lane No. 7, opposite Meera Nagar, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5368283,73.9002148,,,,3.8,,,4705,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Garden Vadapav Center,Fast Food,"948 And 949, Buttee Street, Camp, Cantonment Area, Pune, Maharashtra 411001, India",18.5169017,73.8759735,,,,4.2,,,15964,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
The Burger Barn Cafe,Fast Food,"Shop 6, Fergusson College Rd, near Chaitanya Parathas, Chanakyapuri, Pune, Maharashtra 411004, India",18.5241923,73.8414421,,,,4.0,,,5894,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Cream Craver,Fast Food,"Bund Garden Road Bootee Street Opposite Dastur Co-Ed High School, Agarkar Nagar, Pune, Maharashtra 411001, India",18.5210261,73.8771021,,,,4.2,,,15038,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Biggies Burger : FC Road,Fast Food,"Biggies Burger , Shop no. 8,9&13, Upper Ground Floor J "" building CTS1227, F.C. Road, Near Rupali Hotel P.O. Deccan Gymkhana, Shivajinagar, Pune, Maharashtra 411004, India",18.519528,73.841465,,,,4.3,,,1518,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Marz-O-Rin,Fast Food,"Bakthiar Plaza, 6, MG Road, Opposite Bombay Store, Camp, Pune, Maharashtra 411001, India",18.5164807,73.8789937,,,,4.2,,,24099,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Good Food Kitchen,Fast Food,"Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5317623,73.83130919999999,,,,4.3,,,606,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
McDonald's,Fast Food,"Shagun Chowk, Shop Nos. 5,6 & 7A Ground Floor Shop Nos R1-1,2,3,4,5 on First Floor Muley Chambers Co-operative Housing Society Ltd Cts No. 419, Narayan Peth, Pune, Maharashtra 411030, India",18.514424,73.8500153,,,,4.6,,,3162,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Burger King (KP),Fast Food,"N Main Rd, Koregaon Park Annexe, Koregaon Park, Pune, Maharashtra 411001, India",18.53914,73.9046867,,,,4.3,,,18021,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Crazy Cheesy Cafe - Sadashiv Peth,Fast Food,"Crazy Cheesy, Khau Galli, 861, Barister Gadgil Rd, Sadashiv Peth, Pune, Maharashtra 411030, India",18.5122736,73.84634969999999,,,,4.3,,,14214,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
McDonald's,Fast Food,"SGS Mall, Shop No 34, Kakade, Moledina Rd, Pune, Maharashtra 411001, India",18.5192996,73.8773942,,,,4.5,,,3289,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Vaishali Restaurant,Fast Food,"Fergusson College Rd, Ganeshwadi, Shivajinagar, Pune, Maharashtra 411004, India",18.5208838,73.84123699999999,,,,4.3,,,17492,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Toons Burgers,Fast Food,"601, Sachapir St, Sadar Bazaar, Pune, Maharashtra 411001, India",18.5156782,73.87486539999999,,,,4.4,,,638,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Joshi Wadewale - Balgandharv [Main branch],Fast Food,"Congress House Rd, Shivajinagar, Pune, Maharashtra 411005, India",18.5224008,73.8497148,,,,3.8,,,4554,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Cafe Goodluck,Fast Food,"Fergusson College Rd, near Goodluck Chowk, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.5173131,73.8414923,,,,4.2,,,51007,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
McDonald's,Fast Food,"Survey No 127, Gopal House, Karve Rd, opposite Harshal Gardens, Jhala Co-Op Housing Society, Kothrud, Pune, Maharashtra 411038, India",18.5047863,73.8215891,,,,4.3,,,15679,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Supreme Corner,Fast Food,"buttepatil chambers, 1206 B1, opposite sambhaji park, Shivajinagar, Pune, Maharashtra 411004, India",18.520605,73.8460293,,,,4.1,,,5226,,,,,,,,,,,,,,,,,,{'open_now': False},,,,2025-10-18T08:29:42.770169
MH12 PAV BHAJI (main branch),Fast Food,"47/B, Vitthalrao Navale Rd, पोरवाल मेताल्लिचा, Rasta Peth, Pune, Maharashtra 411002, India",18.5189675,73.8657661,,,,4.6,,,10967,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
"Haldiram's - The Railway Coach Restaurant, Pune",Fast Food,"Platform No. 6, Side, Circulating Area, PUNE RAILWAY STATION, Tadiwala Rd, near DRM Office, Sangamvadi, Pune, Maharashtra 411001, India",18.5303761,73.8731758,,,,4.7,,,8878,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Burger King,Fast Food,"2394, East St, New Modikhana, Camp, Pune, Maharashtra 411001, India",18.506797,73.8789808,,,,4.3,,,51182,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
The Burger House,Fast Food,"Ground Floor, Shop No. A/1, Rahul Terrace, Lane No. 7, opposite Meera Nagar, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5368283,73.9002148,,,,3.8,,,4705,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Garden Vadapav Center,Fast Food,"948 And 949, Buttee Street, Camp, Cantonment Area, Pune, Maharashtra 411001, India",18.5169017,73.8759735,,,,4.2,,,15964,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
The Burger Barn Cafe,Fast Food,"Shop 6, Fergusson College Rd, near Chaitanya Parathas, Chanakyapuri, Pune, Maharashtra 411004, India",18.5241923,73.8414421,,,,4.0,,,5894,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Cream Craver,Fast Food,"Bund Garden Road Bootee Street Opposite Dastur Co-Ed High School, Agarkar Nagar, Pune, Maharashtra 411001, India",18.5210261,73.8771021,,,,4.2,,,15038,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Biggies Burger : FC Road,Fast Food,"Biggies Burger , Shop no. 8,9&13, Upper Ground Floor J "" building CTS1227, F.C. Road, Near Rupali Hotel P.O. Deccan Gymkhana, Shivajinagar, Pune, Maharashtra 411004, India",18.519528,73.841465,,,,4.3,,,1518,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Marz-O-Rin,Fast Food,"Bakthiar Plaza, 6, MG Road, Opposite Bombay Store, Camp, Pune, Maharashtra 411001, India",18.5164807,73.8789937,,,,4.2,,,24099,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Good Food Kitchen,Fast Food,"Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5317623,73.83130919999999,,,,4.3,,,606,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
McDonald's,Fast Food,"Shagun Chowk, Shop Nos. 5,6 & 7A Ground Floor Shop Nos R1-1,2,3,4,5 on First Floor Muley Chambers Co-operative Housing Society Ltd Cts No. 419, Narayan Peth, Pune, Maharashtra 411030, India",18.514424,73.8500153,,,,4.6,,,3162,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Burger King (KP),Fast Food,"N Main Rd, Koregaon Park Annexe, Koregaon Park, Pune, Maharashtra 411001, India",18.53914,73.9046867,,,,4.3,,,18021,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Crazy Cheesy Cafe - Sadashiv Peth,Fast Food,"Crazy Cheesy, Khau Galli, 861, Barister Gadgil Rd, Sadashiv Peth, Pune, Maharashtra 411030, India",18.5122736,73.84634969999999,,,,4.3,,,14214,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
McDonald's,Fast Food,"SGS Mall, Shop No 34, Kakade, Moledina Rd, Pune, Maharashtra 411001, India",18.5192996,73.8773942,,,,4.5,,,3289,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Vaishali Restaurant,Fast Food,"Fergusson College Rd, Ganeshwadi, Shivajinagar, Pune, Maharashtra 411004, India",18.5208838,73.84123699999999,,,,4.3,,,17492,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Toons Burgers,Fast Food,"601, Sachapir St, Sadar Bazaar, Pune, Maharashtra 411001, India",18.5156782,73.87486539999999,,,,4.4,,,638,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Joshi Wadewale - Balgandharv [Main branch],Fast Food,"Congress House Rd, Shivajinagar, Pune, Maharashtra 411005, India",18.5224008,73.8497148,,,,3.8,,,4554,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Cafe Goodluck,Fast Food,"Fergusson College Rd, near Goodluck Chowk, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.5173131,73.8414923,,,,4.2,,,51007,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
McDonald's,Fast Food,"Survey No 127, Gopal House, Karve Rd, opposite Harshal Gardens, Jhala Co-Op Housing Society, Kothrud, Pune, Maharashtra 411038, India",18.5047863,73.8215891,,,,4.3,,,15679,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
Supreme Corner,Fast Food,"buttepatil chambers, 1206 B1, opposite sambhaji park, Shivajinagar, Pune, Maharashtra 411004, India",18.520605,73.8460293,,,,4.1,,,5226,,,,,,,,,,,,,,,,,,{'open_now': False},,,,2025-10-18T08:29:42.770169
MH12 PAV BHAJI (main branch),Fast Food,"47/B, Vitthalrao Navale Rd, पोरवाल मेताल्लिचा, Rasta Peth, Pune, Maharashtra 411002, India",18.5189675,73.8657661,,,,4.6,,,10967,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
"Haldiram's - The Railway Coach Restaurant, Pune",Fast Food,"Platform No. 6, Side, Circulating Area, PUNE RAILWAY STATION, Tadiwala Rd, near DRM Office, Sangamvadi, Pune, Maharashtra 411001, India",18.5303761,73.8731758,,,,4.7,,,8878,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:42.770169
